Title,paper_ID,Authors & year,Language,Duplicates,,doi
Confusion of group-interest and self-interest in parochial cooperation on behalf of a group,ENG02706,Baron (2001),ENG,,,10.1177/0022002701045003002
Parochialism and approval voting,ENG02707,"Baron, Altman & Kroll (2005)",ENG,,,10.1177/0022002705281152
Parochialism as a result of cognitive biases,ENG02708,Baron (2012),ENG,,,10.1093/acprof:oso/9780195371895.003.0008
The role of perceived similarity in social dilemmas,ENG02709,Anania (2015),ENG,,,
"Greener than thou: people who protect the environment are more cooperative, compete to be environmental, and benefit from reputation",ENG02710,Barclay & Barker (2015),ENG,,,
Investigating the relations between economic games and honesty-humility,ENG02711,"Barends, De Vries & Van Vugt (2018a)",ENG,,,
Some (but not all) powerful leaders exploit others: a situational affordances hypothesis,ENG02712,"Barends, De Vries & Van Vugt (2018b)",ENG,,,
Inducing trust in interracial relationships: rewards of risky interdependence,ENG02713,Bergsieker (2018),ENG,,,
"Personality, character strengths, and behavior in economic games",ENG02714,Bruntsch & Wagner (2015),ENG,,,
Can cognitive depletion lead to natural resource depletion? an initial investigation,ENG02715,Capaldi & Zelenski (2016),ENG,,,
Common-value public goods and informational social dilemmas,ENG02716,Cox & Stoddard (2018),ENG,,,
‘Altruistic’ and ‘antisocial’ punishers are one and the same,ENG02717,"Eriksson, Cownden, Ehn & Strimling (2014)",ENG,,,
The impact of individual differences and community factors on altruistic behavior,ENG02718,Estrada (2016),ENG,,,
How do people think about interdependence? a multidimensional model of subjective outcome interdependence,ENG02719,"Gerpott, Balliet, Columbus, Molho & De Vries (2018)",ENG,,,
Explaining the longitudinal interplay of personality and social relationships in the laboratory and in the field: the pils and the connect study,ENG02720,"Geukes, Breil, Hutteman, Nestler, Küfner & Back (2018)",ENG,,,
"Risk preferences, responsibility, and self-monitoring in a stag hunt",ENG02721,"Girtz, Hill & Owens (2017)",ENG,,,
The influence of democratic and dictatorial leadership on public goods provisions,ENG02722,Gross (2018),ENG,,,
Reciprocity and trust: personality psychology meets behavioral economics,ENG02723,"Guzmán, Harrison, Abarca & Villena (2013)",ENG,,,
Personality and predictions about others' prosocial behavior,ENG02724,"Hilbig, Henninger, Kieslich & Thielmann (2014)",ENG,,,
Take the money and run: psychopathic behavior in the trust game,ENG02725,"Ibáñez, Sabater-Grande, Barreda-Tarrazona, Mezquita, López-Ovejero, Villa, Perakakis, Ortet, García-Gallego & Georgantzís (2016)",ENG,,,
Linear public goods game cross-sample comparisons,ENG02726,Janusch & Motika (2016),ENG,,,
Empathy and gender differences in prosocial behavior in games,ENG02727,Kamas & Preston (2018),ENG,,,
Altruistic and risk preference of individuals and groups,ENG02728,Kamijo & Tamura (2016),ENG,,,
Voluntary leadership in an experimental trust game,ENG02729,"Kleine, Königstein & Rozsnyói (2014)",ENG,,,
How the distribution of member expectations influences cooperation and competition in groups: a social relations model analysis of social dilemmas,ENG02730,Ladbury & Hinsz (2018),ENG,,,
Theory of mind and general intelligence in dictator and ultimatum games,ENG02731,"Lang, Deangelo & Bongard (2018)",ENG,,,
Long-term conservation orientation in commons dilemmas,ENG02732,"Lavalle, Sussman, Gifford, Iglesias, Gouveia, Hine & Kronisch (2018)",ENG,,,
The unique effects of awe and nature on prosociality and interest,ENG02733,Levine (2016),ENG,,,
Opposing oxytocin effects on intergroup cooperative behavior in intuitive and reflective minds,ENG02734,"Ma, Liu, Rand, Heatherton & Han (2015)",ENG,,,
"Losses, gains, and asymmetry in the 1-shot prisoner's dilemma game",ENG02735,Marcus (2009),ENG,,,
Social value orientation and group size uncertainty in public good dilemmas,ENG02736,Mill & Theelen (2018),ENG,,,
Vulnerable narcissism is (mostly) a disorder of neuroticism,ENG02737,"Miller, Lynam, Vize, Crowe, Sleep, Maples‐Keller, Few & Campbell (2018)",ENG,,,
From spontaneous cooperation to spontaneous punishment – distinguishing the underlying motives driving spontaneous behavior in first and second order public good games,ENG02738,"Mischkowski, Glöckner & Lewisch (2018)",ENG,,,
From personality to indices: how personality and situation interact to influence cooperation in prisoner’s dilemmas,ENG02739,Ng & Au (2018),ENG,,,
A comparison of professional traders and psychopaths in a simulated non-zero sum game,ENG02740,"Noll, Endrass, Scherrer, Rossegger, Urbaniok & Mokros (2012)",ENG,,,
Priming effects on cooperative behavior in social dilemmas: considering the prime and the person,ENG02741,Prentice & Sheldon (2015),ENG,,,
Effects of interpersonal attraction on cooperation and group performance,ENG02742,"Rau, Nikoleipzig & Krause (2018)",ENG,,,
Clarifying the behavioral economics of social anxiety disorder: effects of interpersonal problems and symptom severity on generosity,ENG02743,"Rodebaugh, Heimberg, Taylor & Lenze (2016)",ENG,,,
The behavioral economics of social anxiety disorder reveal a robust effect for interpersonal traits,ENG02744,"Rodebaugh, Tonge, Weisman, Lim, Fernandez & Bogdan (2017)",ENG,,,
Individual and group characteristics and their economic implications,ENG02745,Sofianos (2016),ENG,,,
More for me or more for you? the effect of power and resource asymmetry on cooperation,ENG02746,Stivers (2016),ENG,,,
On the effect of framing on the link between personality and cooperation,ENG02747,Thielmann & Hilbig (2015),ENG,,,
Seeing is knowing: on the predictive accuracy of self- and informant reports for prosocial and moral behaviours,ENG02748,"Thielmann, Zimmermann, Leising & Hilbig (2017)",ENG,,,
Social feedback modulates neural response associated with cognitive bias in individuals expressing anxious symptoms,ENG02749,"Thompson, King, Nahmias, Fani, Kvaran, Tone & Turner (2017)",ENG,,,
"Social value orientation, emotion, and cooperation in social dilemmas",ENG02750,"Wu, Balliet & Kou (2013)",ENG,,,
"Promoting cooperation and trust in ""noisy"" situations: The power of generosity",ENG02751,Klapwijk & Van Lange (2009),ENG,,,
Is indirect reciprocity undermined by noise in social dilemmas? A psychological approach to reputation,ENG02752,"Klapwijk, Van Lange & Reinders Folmer (2008)",ENG,,,
Reactions to sanctioning systems in social dilemmas,ENG02753,Mulder (2000),ENG,,,
Framing and sanctions in a public good dilemma,ENG02754,Mulder & Van Prooijen (2007),ENG,,,
"Exploring the role of consistency of social value orientations: Temporal stability, reciprocal cooperation, and forgiveness",ENG02755,"Smeesters, Warlop & Van Avermaet (2008)",ENG,,,
The effect of punishment probability on overconsumption and stealing in a simulated commons,ENG02756,"Bell, Petersen & Hautaluoma (1989)",ENG,,,
"A replication of the study reported in “Punishment, Cooperation, and Cheater Detection in ‘Noisy’ Social Exchange”",ENG02757,Bornstein & Weisel (2010b),ENG,,,
Cooperation among strangers under the shadow of the future,ENG02758,Camera & Casari (2009),ENG,,,
Why punish? Social reciprocity and the enforcement of prosocial norms,ENG02759,"Carpenter, Matthews & Ong’ong’a (2004)",ENG,,,
Using the concepts of framing and loss aversion to answer pertinent questions on cooperative behaviors in social dilemmas,ENG02760,Cha (2000),ENG,,,
Recognizing large donations to public goods: An exper- imental test,ENG02761,Clark (2002b),ENG,,,
The carrot vs. the stick in work team motivation,ENG02762,Dickinson (2001),ENG,,,
The importance of emotions for the effectiveness of social punishment,ENG02763,Hopfensitz & Rueben (2009),ENG,,,
"Reward, punishment, privatization, and moral suasion in a commons dilemma",ENG02764,Martichuski & Bell (1991),ENG,,,
Sanctions and social values in a public good dilemma,ENG02765,Mulder (2005),ENG,,,
"Sanctions, rewards and trust in a public good dilemma",ENG02766,"Mulder, van Dijk, De Cremer & Wilke (2001)",ENG,,,
Sanctions and trust in a public good dilemma: Ⅰ,ENG02767,"Mulder, van Dijk, De Cremer & Wilke (2002)",ENG,,,
Sanctions and trust in a public good dilemma: Ⅱ,ENG02768,"Mulder, van Dijk, De Cremer & Wilke (2003)",ENG,,,
Sanctions and framing in social dilemmas,ENG02769,Mulder & van Prooijen (2006),ENG,,,
Participation and punishment,ENG02770,Myers (2009),ENG,,,
Does allowing participants the option to choose their punisher increase contributions in a public goods game,ENG02771,O’Gorman & Van Vugt (2010),ENG,,,
Punishment cannot sustain cooperation in a public good game with free-rider anonymity,ENG02772,"Patel, Cartwright & Van Vugt (2010)",ENG,,,
The maintenance of cooperation: Expectations of future interaction and the trigger of group punishment,ENG02773,Sell & Wilson (1999),ENG,,,
"Social norms, third-party observation, and third-party rewards",ENG02774,"Sutter, Linder & Platsch (2009)",ENG,,,
Achieving compliance when Legal sanctions are non-deterrent,ENG02775,Tyran & Feld (2004),ENG,,,
The presentation of rewards and punishments in a simulated social dilemma,ENG02776,Wit & Wilke (1990),ENG,,,
Group size and the provision of a sanctioning system in a social dilemma,ENG02777,Yamagishi (1992),ENG,,,
Expectations and cooperation in a prisoner’s dilemma,ENG02778,Balliet (2009a),ENG,,,
Expectations and cooperation in a resource dilemma,ENG02779,Balliet (2009b),ENG,,,
"Expectations and cooperation in a prisoner’s dilemma, give-some game, and maximizing differences game",ENG02780,Balliet (2010),ENG,,,
Generalized trust and cooperation across 28 trials of a prisoner’s dilemma game,ENG02781,Declerck (2011),ENG,,,
"Generalized trust, state expectations, and cooperation in a give-some and take-some dilemma",ENG02782,Declerck & Kiyonari (2011),ENG,,,
"Dispositional trust, expectations, and cooperation in a four person one-shot public goods dilemma",ENG02783,Stouten (2005),ENG,,,
Expectations and cooperation in the prisoner’s dilemma across three studies,ENG02784,Ten Holt (2011),ENG,,,
Separating the contributions of personality and attitudinal determinants of choice behavior in a two-person game,ENG02785,Ward (1972),ENG,,,
Effects of other person’s strategy and race upon cooperative behavior in a prisoner’s dilemma game,ENG02786,"Wrightsman, Davis, Lucker, Bruininks, Evans, Wilde, Paulson, Clark (1972)",ENG,,,
Effects of subjects’ training and college class and other’s strategy upon cooperative behavior in a prisoner’s dilemma game,ENG02787,"Wrightsman, Lucker, Bruininks & Anderson (1972)",ENG,,,
Variation in behavior across different games,ENG02788,Yamagishi (2011a),ENG,,,
"Trust, expectations and cooperation in a prisoner’s dilemma I",ENG02789,Yamagishi (2011b),ENG,,,
"Trust, expectations and cooperation in prisoner’s dilemmas II",ENG02790,Yamagishi (2011c),ENG,,,
Individual behavior and group membership,ENG02791,"Charness, Rigotti & Rustichini (2007)",ENG,,,
Cooperation within and between labs,ENG02792,Dorrough & Glockner (2013),ENG,,,
Experimental study of bilateral cooperation under a political conflict: The case of Israelis and Palestinians,ENG02793,"Goerg, Meise, Walkowitz & Winter (2013)",ENG,,,
Perception of interdependency and the cooperative tendency,ENG02794,Jin & Shinotsuka (1996),ENG,,,
Group heuristics in social dilemma,ENG02795,Jin & Yamagishi (1997),ENG,,,
Helping the group or helping yourself? Social motives and group identity in resource dilemmas,ENG02796,Kramer & Goldman (1995),ENG,,,
Minimal group effect on cooperation in a prisoner’s dilemma,ENG02797,Mifune & Yamagishi (2012),ENG,,,
"Interdependence, the group, and social cooperation: A new look at an old problem",ENG02798,Morrison (1999),ENG,,,
The contribution of sport fan social identity to the production of prosocial behavior,ENG02799,"Platow, Durante, Williams, Garrett, Walshe, Cincotta, Lianos & Barutchu (1999)",ENG,,,
Cooperation and the in-group–out-group bias: A field test on Israeli kibbutz members and city residents,ENG02800,Ruffle & Sosis (2006),ENG,,,
"Pride, prejudice, and the credibility of cheap talk: Theory and experimental evidence",ENG02801,Spiegelman (2013),ENG,,,
Donation behavior toward in-groups and out-groups: The role of gender and moral identity,ENG02802,"Winterich, Mittal & Ross (2009)",ENG,,,
Effect of other person’s strategy and race upon cooperative behavior in a prisoner’s dilemma,ENG02803,"Wrightsman, Davis, Lucker, Bruininks, Evans, Wilde & Clark (1972)",ENG,,,
"A replication of the study reported in Punishment, cooperation, and cheater detection in “noisy” social exchange",ENG02804,Bornstein & Weisel (2010b),ENG,,,
Communication in a commons: Cooperation without external enforcement,ENG02805,Ostrom & Walker (1991),ENG,,,
Asymmetric subgroup communication in nested social dilemmas,ENG02806,"Polzer, Milton & Gruenfeld (2001)",ENG,,,
Trust without touch: Jump-start trust with social chat,ENG02807,"Zheng, Bos, Olson & Olson (2001)",ENG,,,
Trust without touch: Jumpstarting long-distance trust with initial social activities,ENG02808,"Zheng, Veinott, Bos, Olson & Olson (2002)",ENG,,,
Social value orientation and cooperation in asymmetric social dilemmas,CHI00001,Liu & Hao (2011),CHI,,,
An Experimental Analysis of the Rational Characteristics of Behavior in the Dilemma Game,CHI00002,Ma & Liu (2006),CHI,,,
The utility transformation of task structure and values in social dilemmas,CHI00003,Yan & Wang (2002),CHI,,,
The Influence of Leader on Group Member's Cooperation in Common Resource Dilemmas,CHI00004,"Zhang, Jin, Wu, & Zhou (2013)",CHI,,,
"Social justice, institutional trust and public cooperation intention",CHI00005,Zhang (2017),CHI,,,
The effects of sanction and social value orientation on trust and cooperation in public goods dilemmas,CHI00006,Wang & Chen (2011),CHI,,,
The development of cooperative behaviors in resource dilemmas,CHI00007,Yan & Wang (2003),CHI,,,
The effect of altruism on social discounting of environmental gain and loss,CHI00008,"He, Yang, & Jiang (2017)",CHI,,,
The effects of moral punishment and relationship punishment on junior middle school students' cooperation behaviors in public goods dilemma,CHI00009,"Cui, He, Luo, Huang, Cao, & Chen (2017)",CHI,,,
Trust as a Simplification Mechanism in Uncertain Situations: A Motivational Explanation,CHI00010,Chen & Ma (2010),CHI,,,
The Influence of Third-Party Punishment on Cooperation: An Explanation of Social Norm Activation,CHI00011,"Chen, He, & Ma (2015)",CHI,,,
The Effects of Postive and Negative Emotions on Cooperative Decision Making in Social Dilemmas,CHI00012,Cui & Qian (2016),CHI,,,
How do Leaders Promote Cooperation? The Effects of Self-Sacrifice and Emotional Expression,CHI00013,Gao & Li (2015),CHI,,,
Synchrony Promotes Cooperative Behavior,CHI00014,Guo & Liu (2015),CHI,,,
The Effects of Self-Construal and Feedback Formats on Cooperation in Public Goods Game,CHI00015,Guo & Xu (2015),CHI,,,
Impact of Peer Behavior and Cooperative Belief on Cooperative Changes in Social Dilemmas,CHI00016,"Hao, Gong, & Liu (2016)",CHI,,,
The Effects of Feedback Formats on Cooperative Behavior in Dynamic Dilemma Games,CHI00017,He (2004),CHI,,,
The Effect of the Social Value Orientation and Feedback Formats on Decision Behavior in the Public Goods Dilemma,CHI00018,"He, Bian, & Che (2013)",CHI,,,
Fairness Decision-making of College Students in Social Dilemmas: Effect of Social Value Orientation,CHI00019,"Hong, Kou, & Wu (2012)",CHI,,,
Uncertainty as the Mediator between Others' Procedural Justice and Self-Directed Cooperation,CHI00020,"Hou, Ma, & Liang (2017)",CHI,,,
The Function of Salient Identity and the Influence of Motivation on Cooperation in a Public-good Dilemma,CHI00021,Hu & Ma (2008),CHI,,,
Effects of Information Structure in a Continuous Public Goods Dilemma on Decision-Making under a Self-Paced Sequential Protocol,CHI00022,"Hu, Qu, & Shi (2005)",CHI,,,
Effect of Interdependence on Cooperation in Public Good Dilemma,CHI00023,"Huo, Ma, & Liu (2009)",CHI,,,
The Study of the Effect of Decision-making Power and It's Choice on Undergraduates' Cooperation Behavior,CHI00024,Li (2010),CHI,,,
The Effect of Punishment on Cooperation in Public Goods Dilemma: A Preference Heterogeniety Perspective,CHI00025,Li & Ma (2017),CHI,,,
Research on the Influence of Leader and Behavior on the Participant's Donation Behavior in Asymmetric Social Dilemmas,CHI00026,"Liang, Li, Yan, & Zhang (2014)",CHI,,,
